prompt,target,ngram,seq2seq,gpt2,t5,BLEU_ngram,ROUGE_ngram,BLEU_seq2seq,ROUGE_seq2seq,BLEU_gpt2,ROUGE_gpt2,BLEU_t5,ROUGE_t5
"back, whoa Joke:","I leaned back too far and my chair said, 'Whoa, buddy!'",back whoa ca n't compete in pga postseason,"I'm back, whoa—my GPS has tripped.","You’re back, but the sound is louder than the snacks.",I'm back—whoa... we’re so bad it's not that good.,2.302077893514382,0.19999999999999998,2.7376474102577792,0.3157894736842105,3.1364240458810366,0.09090909090909091,0.0,0.24999999999999994
"Amber Heard's Sister Says Johnny Depp Tried To Control Her Style, Friends And Jobs Joke:",Amber's sister said Johnny tried to control everything—that's a pattern.,"amber heard 's sister says johnny depp tried to control her style , friends and jobs in april despite surging inflation",Amber's sister's saying Johnny tried to control her—in real life.,Amber told Johnny Depp she had control—that's basically admitting that you need to.,Amber's sisters said Johnny worked—my friends' jobs got worse.,7.2643397661757225,0.4242424242424242,25.965358893403383,0.5384615384615384,3.737437943747671,0.3571428571428571,9.030367376343264,0.41666666666666663
"right, porter Joke:","You're right, Porter. He asked, About what? I replied, That you exist.",right porter their own staffers to unionize,"You’re right, Porter is just bad coffee.","You’re right, Porter is right. Everything about him is slightly wrong.","You're right, porter. He asked, How? I replied, Totally!",1.3643394208905164,0.2,7.015765577419673,0.380952380952381,9.02603542316368,0.4,33.14559338934352,0.6956521739130435
Russia Appoints New Ukraine War Commander With Record Of Brutality Joke:,Russia appointed a brutal commander—that's basically admitting they're losing and need a meaner guy.,russia appoints new ukraine war commander with record of brutality -,They appointed a war commander with record—who is literally trying to take everything he's got.,Russia appointed a war commander with a record of atrocities—that's like the military with the tanks.,Russia appointed a new Ukraine war commander—that's a brutality scandal.,0.0,0.22222222222222224,5.412989186545263,0.23529411764705882,9.672649511413097,0.34285714285714286,11.532706802722437,0.4827586206896552
"need, caught Joke:",I need help—I got caught by the assignment police.,need caught a rock. he snagged a prehistoric treasure instead .,"I need to catch a thief, but the snack store insists on snacks for everyone's daily problem. ​","I need to find my cat. He asked, Why? I replied, To be safe.","I need caught, but my eyes are frozen.",4.456882760699063,0.20000000000000004,4.553719184146073,0.21428571428571427,4.480836160121357,0.25,9.980099403873663,0.33333333333333326
"want, jenny Joke:","What do you want with Jenny? I said, Nothing. He replied, Good, because she doesn't want anything with you.","want jenny tweets from friends , admirers","What about Jenny? She's shy and keeps her head down. I asked, What about the rest of us? He replied, That we're all stuck somewhere.",I want Jenny… mostly to know what my priorities are.,"I want jenny to visit. He told me, I did.",0.5968778254024732,0.15384615384615383,6.675949922756163,0.2127659574468085,1.381387727300558,0.13333333333333333,3.2303440595225412,0.2
"great, shut Joke:","Great, shut the door… chocolate emergency inside.",great shut -,That's a great idea—shut up. We're not listening. We're dying. Very quiet. Very brave.,"Great, shut the show—it’s a pity the show doesn’t want you to.","I had a great shutout. I asked, What? I replied, When I knew he was shut, it said, Why? He replied, It didn’t really exist.",3.7238938287986976,0.4444444444444445,2.0244462660665508,0.16,18.798317647335093,0.27272727272727276,1.432548017297354,0.12121212121212123
This Is The Bittersweet Part Of Democrats' Sweet Legislative Victory Joke:,They won the battle but the war's still raging—classic Democrat moment.,this is the bittersweet part of democrats ' sweet legislative victory for labor campaign,Democratic votes won Democratic power—turns out nobody cares.,Democrats won the sweet tea: sweet tea.,Democratic vowed for the victory—they deserve that.,2.8398387225677895,0.15384615384615385,4.062582855427254,0.18181818181818185,7.561318691530973,0.2,3.983253478176822,0.09523809523809525
"home, problem Joke:","At home, the problem grows. I said, What problem? He replied, You being here.",home problem with the weeknd,Home problem—my couch is in pain.,I told my problem to be home—it’s still home.,Homelessness is my problem—it’s my excuse to leave.,0.699933150083178,0.21052631578947364,1.0252700948467086,0.19047619047619047,2.183071139876803,0.23999999999999996,1.4044464769840423,0.08333333333333333
"hello, however Joke:",Hello! However… I forgot what I was going to say.,hello however biden plan on debt forgiveness,"Hello, however bad my attitude might appear, I’m always smiling.","Hello, however it sounds, I’m still in the loop.","Hello, however, I am just hesitant to share my memories with you.",0.0,0.23529411764705882,3.673526562988939,0.28571428571428564,4.02724819242185,0.3,3.716499092256817,0.3636363636363636
"night, size Joke:",Night size matters; darkness covers all mistakes.,night size <s> -,Night size matters—my body size matters too.,Night size matters—my stomach thinks I’m overcompensating for failure.,The night is full of size... but my stomach's sat out.,4.923026124015933,0.4,13.784336590962209,0.39999999999999997,9.287528999566801,0.33333333333333326,3.1251907639724417,0.2105263157894737
"right, translated Joke:",You're right—translated. Lost in translation. Meaning never arrived.,right translated <s> as u.s. poised to raise age for semiautomatic rifles,"You’re right, my translation is slightly confusing… unless I speak badly enough to pronounce it incorrectly.","You’re right, translated texts help. Language is subjective. Translation is optional.","You're right, translated. I asked, What? I replied, I'm right, not a translation.",2.719665272174911,0.17391304347826086,2.5540496664715904,0.29629629629629634,3.4585921141027356,0.45454545454545453,4.553719184146073,0.4
"like, difference Joke:",I like how you asked the difference; I still don’t know it.,like difference,"I’m like how difference feels, but with Wi-Fi and panic. ​",I like difference… mainly between snack-sized decisions.,I like difference in my life—even I would have to ask for answers.,0.1752742473001698,0.2666666666666667,6.803085237372876,0.32,5.773772066582297,0.2857142857142857,7.141816289329644,0.29629629629629634
"friend, population Joke:",My friend’s popularity increased the population of my anxiety.,"friend population grows in suburbs , shrinks in cities","My friend asked, Is the population increasing? I replied, Not yet—we're still in denial.",I want a friend who knows me personally… especially when my anxiety gets the best reaction. ​,"Friend, population. She said, People questioned... just the number of times.",4.266331692956901,0.22222222222222224,5.10809933294318,0.3076923076923077,5.10809933294318,0.23076923076923075,3.0372940354383413,0.28571428571428564
Dozens Feared Dead After Russian Bomb Levels Ukraine School Joke:,Russian bombs hit a Ukrainian school—that's a war crime but make it a Tuesday in 2022.,dozens feared dead after russian bomb levels ukraine school shooting,"Dozens died after a Russian bomb hit a Ukrainian school. That's life in Russia: panic, casualties, and never learning what's happened.",Ukraine's school bombed—Russia's got a plan.,Dozens feared killing in a Russian school—that's how we look.,0.0,0.21428571428571427,6.64601628955087,0.4390243902439025,1.8716386091619874,0.2222222222222222,3.248091933669413,0.26666666666666666
"GOP Rep. Fred Upton, Who Voted To Impeach Trump, Announces Retirement Joke:",Upton retired after impeaching Trump—that's what voting your conscience looks like under party pressure.,"gop rep. fred upton , who voted to impeach trump , announces retirement",Upton has retirement plans—and no regrets.,Upton said he'd impeach Trump—that's impeaching a dictator for voting for the president.,"Upton, who voted to impeach Trump, announces retirement—and he's retiring.",2.6440681349450874,0.2222222222222222,2.4906123264252495,0.17391304347826086,3.9538040630560025,0.375,3.149696072246702,0.28571428571428575
"going, complex Joke:",Where's this going? Complex. Everything's complex when you're running from simple truths.,going complex ally on ukraine 's children displaced amid russian invasion,I’m going complicated—I just need someone to explain the whole complex.,I’m going to be complex… mostly thanks to coffee and snacks.,I’m going to be complex—I’m gonna call this a complication... like the reversal of my mind.,3.098174990685587,0.23076923076923075,3.471023784089875,0.14285714285714288,3.1364240458810366,0.14814814814814814,2.7076576267554477,0.11764705882352941
"something, formed Joke:",Something beautiful formed when the group realized they all disliked the same meeting. ​,something formed is already ratings king after most-watched hbo premiere ever,"Something formed. He said, I could be wrong. I replied, It existed.",Something formed. Very organized chaos.,Something formed—that’s something you’ve got to ask.,2.605244243496221,0.16,3.009804384352828,0.16,2.75631563063758,0.2222222222222222,2.7376474102577792,0.17391304347826086
FINISH HIM: Fighting Kangaroo Pulls Wild Move Right Out Of A Video Game Joke:,That kangaroo's been playing Mortal Kombat—and winning.,finish him : fighting kangaroo pulls wild move right out of a video game hall of fame,Kangaroo pulled wild moves. It's survival-against-adventure.,Kangaroo pulled wild moves—that's how you find your sanity.,Fighting Kangaroo is a game that won't take the game—that's not a game in itself.,0.0,0.08,5.522397783539471,0.2222222222222222,4.196114906296549,0.19999999999999998,2.445593937240363,0.14814814814814814
Jimmy Fallon: Elon Musk Now Owns The Heavens — And Twitter Hell Joke:,Jimmy joked Elon owns the sky and Twitter's a hellscape—that's pretty accurate comedy.,jimmy fallon : elon musk now owns the heavens — and twitter hell,Jimmy Fallon admitted Elon owns the sky—and Twitter has zero tolerance for that.,Elon's buying the Earth—and Twitter Hell is basically the final platform for conspiracy theories.,Elon owns the heavens—and Twitter's hell.,6.330984178784958,0.4444444444444444,12.011055432195764,0.5333333333333333,3.1251907639724417,0.25,10.218289380194191,0.5
Ex-Maine Gov Candidate Out On Bail After Child Porn Arrest Joke:,A candidate got arrested for child porn. There's no joke here—this is evil.,ex-maine gov candidate out on bail after child porn arrest for all kinds of behaviors,He got arrested for something—like child porn charges.,An ex got bail—and he pleaded guilty.,The ex-maine's in jail after a child porn arrest—that's a murder he's working on.,6.250381527944883,0.19354838709677422,11.991831735796186,0.4166666666666667,2.7376474102577792,0.08695652173913045,5.816635421147513,0.23529411764705882
"head, worry Joke:",Head says worry; heart says nap.,head worry about baby yoda seems kind of ridiculous now,"Head of worry? He’s worried about what awaits me now. I asked, Worse? He said, Worse.","Head-to-head, worry about your productivity: it’s all in one moment.","Head and worry, but you're not a worry-free person.",4.196114906296549,0.25,2.2731543567022867,0.1739130434782609,3.673526562988939,0.21052631578947367,4.9323515694897075,0.23529411764705885
"think, safety Joke:",People think safety instructions are boring until the turbulence starts. ​,"think safety , consider your kid 's swimsuit color","I think safety is a fancy word. My friend asked, For what? I replied, That I’m not safe.",I think safety is important… but life's responsibilities are.,Think safety—this is a challenge for me.,6.8324227195999585,0.22222222222222224,3.644667088679882,0.13793103448275862,8.171014300726602,0.3,3.3495035708457803,0.22222222222222224
"think, republic Joke:",I think republics are complex… mostly my attention span.,think republic <s> -,Think republic with cookies. That's the only form of government tolerating chaos.,I think republication makes sense; I just disagree.,I think my republic is crowded—It’s basically a republic.,4.167251645138561,0.3333333333333333,2.8398387225677895,0.18181818181818185,9.287528999566801,0.35294117647058826,9.980099403873663,0.3
"think, born Joke:","People think I was born organized, but my sock drawer files a strong objection. ​",think born a career in journalism. now she 's 'never met ' her 'dr. strange 2 ' co-star,"I think born disappointment is real, but the snack supply is also real. ​",I think my life began when my mom told me I’m born perfect.,I think born is a dream... something that teaches me something special.,2.7076576267554477,0.1935483870967742,7.473868453555444,0.22222222222222224,3.4274653622057225,0.21428571428571427,3.435448519978226,0.23076923076923075
"like, highway Joke:",I like the highway until traffic starts ruining my life.,like highway trooper he runs the county during traffic stop,I like the highway. I didn’t even go to town. We shared a car for parking until we reached the exit.,I like highway—my GPS disagrees.,I like highway rules—it's a bus crash.,5.369488567517933,0.3,10.900096978029115,0.3125,7.807646168419154,0.5,9.027235033938242,0.3157894736842105
Brother Of Boy Killed In Uvalde Shooting Blasts Police Response As 'Selfish' Joke:,His brother was killed and police did nothing—calling it selfish is actually generous.,brother of boy killed in uvalde shooting blasts police response as 'selfish ' jersey sells for record $ 4.65 billion,"He was a neighbor—and the cop said 'Yeah, good luck finding him.'","He's saying'selfish' to the police. He said 'no excuses' and then killed—that's not self-defense, that's not justice, that's just another shooter who's saying 'we're just another guy in another world.'","My brother killed his brother, but she called the police as'selfish'.",2.5197593442434796,0.24242424242424243,3.1251907639724417,0.14814814814814817,1.389736936231864,0.03773584905660377,4.0451386841269,0.30769230769230765
"talk, include Joke:",Talk—include everyone. Now we're all talking about how bad this is. Unanimous.,talk include and refuses to leave,"I talk, include, but do I include the snacks? No. My snacks belong.",Talk to me include snacks… like my fridge.,"Talk to include your personality. I asked, How? I replied, What? I replied, It's your biggest surprise.",0.0,0.2,2.5540496664715904,0.14814814814814817,2.447822402834545,0.18181818181818182,1.8709718017288024,0.1875
"years, laughs Joke:",Years go by and time laughs at my plans.,years laughs demands fauci 's execution by firing squad,Years of jokes ruined my life.,Years… laughs.,Years laughs—and so many words.,5.0735520042259505,0.2222222222222222,5.630400552901077,0.26666666666666666,3.361830360737634,0.3636363636363636,4.955725306405571,0.26666666666666666
"said, debut Joke:",He said this was his debut. Welcome to obscurity's opening night. The audience is confused.,said debut,"He said he debuted, but the audience ate it anyway.",He said he wanted to debut—because debut is his debut.,The news was making a debut—it's only a short time.,0.023720789902452577,0.2222222222222222,4.885299005952271,0.38461538461538464,10.098266169383788,0.2962962962962963,2.6102662555426654,0.21428571428571427
"maybe, green Joke:",Maybe green grows. Or maybe it just rots. Hard to tell.,maybe green day frontman says he 's leaving 'weekend update ' mocks too-kind penalty for will smith resigns from city council,Maybe green tea is the new caffeine.,"Maybe green tea isn’t green, but maybe it’s.","Maybe green. I said, No, I'm a green guy.",2.159701133933343,0.125,5.773772066582297,0.2222222222222222,6.68986069184485,0.380952380952381,6.803085237372876,0.1904761904761905
"going, april Joke:",Going to April’s chaos festival—also known as my desk.,going april despite surging inflation,"Where are you going? July? He said, Where am I going. I replied, Into obscurity, probably.","I’m going to April, but April wants more chaos.","Going to april, I got to know my schedule.",0.0,0.25000000000000006,1.6466642419110007,0.07407407407407407,4.9323515694897075,0.380952380952381,8.913765521398126,0.39999999999999997
"thank, cause Joke:","I thank coffee, the cause and solution of most of my productivity problems. ​",thank cause 'grave damage ' are n't ketchup,Thank cause I’m still in denial. We're all in denial now.,"Thank the cause—I’m not sure I’m meant for it, but I’m glad I’m here.","Thank you for a cause. I asked, Why? He replied, I said, Because I’m in my own life.",2.4159653599212296,0.1904761904761905,2.916495972453022,0.15384615384615385,3.21858262703621,0.18749999999999997,2.352622489487909,0.18749999999999997
Shooting Wounds 4 Near South By Southwest Festival In Austin Joke:,A shooting near SXSW. Violence meets culture—beautiful combination.,shooting wounds 4 near south by southwest festival in austin tice,A shooting at Southwest. We're still traumatized. Very traumatized—shooting for survival.,A festival shooting killed four people—that's violence in general.,Austin's shooting a black-and-white festival—that's it.,4.456882760699063,0.19999999999999998,6.754312828675707,0.18181818181818185,5.522397783539471,0.3,5.08764122072739,0.09999999999999999
"really, member Joke:",Are you really a member? Welcome to the club. Meetings are mandatory suffering sessions.,really member says black principal 's activism 'got him fired ' from school,I really joined the club—my snacks now belong to my friend.,Really? I'm a member of a group. It's not mandatory. It's mandatory for life to be complicated.,I really want to become a member... but it's not my problem.,2.7005617565085704,0.15384615384615383,3.1572564565455266,0.23076923076923075,4.968018039415939,0.23529411764705882,6.047157127164658,0.22222222222222224
"thank, began Joke:",Thank goodness the story began before my patience ended.,thank began war,"Thank you, my friend, for bringing snacks—mostly snacks.","Thank you, for starting this—this is the start of the joke.","Thank you, my first thought of that is when you're finished.",2.6682865255867765,0.3333333333333333,4.9323515694897075,0.2222222222222222,4.065425428798724,0.1904761904761905,4.065425428798724,0.1904761904761905
Alec Baldwin Denies Responsibility For Fatal 'Rust' Shooting In New Court Filing Joke:,Alec denied responsibility for the shooting. This is gonna be a LONG lawsuit.,alec baldwin denies responsibility for fatal 'rust ' shooting in new court filing,Alec denied responsibility—that's admitting defeat.,Alec denied responsibility for what happened—that's the first time a real person has said so publicly.,"Alec denied that, but that's the opposite of it.",5.862244939055158,0.4,4.008579202215618,0.3,16.467029855845905,0.3870967741935484,6.196349981371174,0.2608695652173913
"glad, used Joke:","I'm glad you used my advice. He said, I did the opposite. I replied, I'm still glad—that still counts as using it.",glad used 2022 red carpet : see the complete winners list,"Thank you, used, for procrastination.","I think I used to be glad, but my confidence has since evolved into panic attack mode.","Glad I used it—she said, I had to find what I’d like.",1.1517360486300823,0.17142857142857143,0.7681053545473601,0.13333333333333333,2.1613242661009977,0.14285714285714282,4.9671015075565395,0.25641025641025644
"know, squadron Joke:",I know the squadron is ready—but am I? Absolutely not.,know squadron,"I know squadron. I don’t like it. He said, I’m choosing sides.",I know squadron rules… mostly my nap schedule.,I know the squadron is in a terrible situation.,0.4764448014328884,0.3076923076923077,6.150343144231885,0.32,8.125165710854512,0.3157894736842105,33.66077357806371,0.5
"like, daniel Joke:",I like Daniel… mostly for his snack-sharing skills.,like daniel journalism. now she 's 'never met ' her 'dr. strange 2 ' co-star john krasinski,"I like Daniel—he is the only human-like character in the game. My friend asked, Why? I replied, We're not in the game.",I like Daniel—he’s the kind of guy who laughs while you're lying down. ​,I like the Daniel—there’s no way he doesn’t feel like it.,2.4074859035470344,0.16,3.0717490052419585,0.1764705882352941,5.816635421147513,0.24000000000000005,7.495553473355845,0.2608695652173913
"sure, star Joke:",You sure you’re the star? Your drama says otherwise.,sure star charged with murder of incoming freshman,Are you sure Starvation? It’s the only relief available for the starving. It’s the only relief for humans with a hunger-card.,I sure Star Trek can handle a little drama. We're all trapped in a ship. That's all there is to it. ​,You sure you're staring for me... and you're sure you're gonna have to sit quietly.,4.513617516969122,0.22222222222222224,2.224972978585352,0.17647058823529413,1.9822566267103439,0.18181818181818182,4.480836160121357,0.2857142857142857
"want, germany Joke:",I want Germany… preferably the beer and pretzels part.,want germany for aiding murder,I want Germany—but my GPS disagrees.,What German do you want? The German answer: Nothing.,I want germany—just a German town.,3.929752628321626,0.2857142857142857,9.469167282754096,0.375,4.02724819242185,0.2222222222222222,9.469167282754096,0.375
"wrong, league Joke:","You got it all wrong. I'm in a completely different league. She said, I know—I've seen you play. I replied, The minor leagues of failure.",wrong league of super-pets ' takes no. 1 ; 'top gun ' looms,Everything is wrong—except for the last one.,"You're wrong about the league. He asked, Why? I replied, It's because it exists.","I'm wrong, the league is just for me. I said, I'm not wrong.",1.192479960141826,0.15384615384615383,0.31155236375151363,0.11111111111111112,5.836378351276481,0.22727272727272727,3.8478409779430365,0.23255813953488372
Joe Biden: Abortion Rights 'Under Attack As Never Before' Joke:,Biden said abortion rights are under attack. He's right.,joe biden : abortion rights 'under attack as never before ' on bipartisan gun legislation,Biden said abortion rights are under attack—that's called 'common sense politics.',"Biden's attacking abortion rights. It's not just a campaign line, it's a weaponized truth-teller's rant.",Biden's bringing abortion rights to death—the whole thing's a 'killer' is a tragedy.,5.816635421147513,0.4347826086956522,39.553325358771794,0.6956521739130435,5.10809933294318,0.26666666666666666,6.285596338261262,0.3076923076923077
"good, renamed Joke:","It’s good my phone can be renamed, because 'Productivity Machine' was lying.",good renamed <s> vp harris heads to romania as ukraine seeks to stop challenge to her kids,That's good—the original name—with a typo and it was renamed.,It’s good we renamed ourselves: snack company.,"Good to be renamed. I asked, What do you do? He replied, It's so confusing.",2.4074859035470344,0.13333333333333333,3.755001157177446,0.23076923076923078,6.506124089578341,0.380952380952381,4.553719184146073,0.20689655172413793
"good, asleep Joke:","Good, asleep… which is how I handle meetings.",good asleep a 4th shot,I’m not good sleep—I’m awakened. We're both here.,Good sleep—sleep deprivation is not optional.,It's good that you're asleep—this is a very lonely life.,0.0,0.3076923076923077,4.196114906296549,0.2,5.630400552901077,0.26666666666666666,4.456882760699063,0.2857142857142857
"matter, south Joke:","No matter how far south you travel, there’s always someone selling sunglasses you don’t need. ​",matter south carolina mall shooting that wounded 14 people,"The matter is south, but the temperature is cold.","What do you matter about South? He said, That's where life ends.",Matters the south. You're here to be. It's the south. We're at it.,2.0857995854646623,0.15384615384615383,2.8049136322597743,0.15384615384615383,3.04281210061706,0.20000000000000004,2.5642993454084824,0.24242424242424243
"know, regarded Joke:","I know what you're regarded as. He asked, What? I replied, Absent.",know regarded achieve it,"I know what you regarded as acceptable, but my own motivation still disagrees.",I know I’m regarded… mostly as a coward.,I know regarded food... but my eyes are not like this.,0.736550669835346,0.23529411764705882,11.709960242793658,0.46153846153846156,4.661841620661271,0.3636363636363637,5.783997547556231,0.24999999999999994
"matter, north Joke:","No matter what, heading north always feels like going into a quest.",matter north dakota trigger law banning abortion,"Every day matters. He asked, What matters? I replied, That I won't answer.",A matter north of the border is a traffic hazard. ​,"What do you mean for North? No, it's the north.",2.8730831956184355,0.2105263157894737,2.5540496664715904,0.15384615384615383,4.053997537205932,0.2727272727272727,4.0451386841269,0.17391304347826086
"else, career Joke:",Something else became my career. It's called employment. I'm very good at pretending to care.,else career in journalism. now she 's running for governor by bashing the media .,"Else career? Dead by accident. He asked, Why? I replied, Because life happens.",Else my career is in the bank.,"What's else career? I asked, What? He replied, I said, What did you mean?",3.0521968279991727,0.1935483870967742,2.6643211213888947,0.20000000000000004,3.501969780574535,0.25,2.276859592073037,0.18750000000000003
"like, font Joke:",I like your font—bold of you to think I won’t steal it.,"like font lethal aid , no-fly zone in call with u.s. congress",I like font. The font is what sets me apart. Solid. Resistant. Very similar.,"I like font, but my brain prefers chaos.","I like the fonts and the texture. I replied, I’m missing a font.",3.1251907639724417,0.14814814814814817,4.480836160121357,0.21428571428571427,6.8803707079889325,0.2727272727272727,5.816635421147515,0.2857142857142857
"maybe, album Joke:",Maybe his album will drop this year—emphasis on maybe.,maybe album <s> -,Maybe albums matter? We're streaming them. No.,Maybe album covers bring hope—and I’m not done yet.,"Maybe album is just my nightmare. He asked, Why? I replied, Maybe my music is my fault.",4.955725306405571,0.30769230769230765,4.990049701936832,0.22222222222222224,5.522397783539471,0.1904761904761905,2.2731543567022867,0.22222222222222224
"tell, notable Joke:","Tell me about the notable person. I said, They existed. He asked, Is that notable?",tell notable trans sports ban bill,Tell notable people to be dramatic—because the plot never ends.,Tell me about notable people. They're known only for failing. Fame is known for failure.,Tell me not to be notable—this is not my favorite.,0.7870921666513669,0.19047619047619044,2.338604925845441,0.15384615384615383,8.50745583315171,0.38709677419354843,3.6601145083241344,0.30769230769230765
"really, support Joke:",I really need support… even if it’s emotional Wi-Fi.,really support for woman who stole fetal remains from d.c. clinic,"I really tried to support my friend; he asked, Why? I replied, Because he’s really supportive.","Did you really support me? He asked. I replied, I'm not sure I did.",I really want support—my eyes feel that my head could see it.,3.377156414337854,0.17391304347826086,4.019656738893367,0.2857142857142857,2.8265205879007453,0.15384615384615383,6.837203339116283,0.33333333333333337
"back, political Joke:","Get back to political issues. I'd rather not. He said, I know.",back political donor gets 30 years in prison for fetish deaths,"Get back to politics. I said, Why? He replied, To live it. I had enough of political betrayal.","Get back to politics. I asked, Why? He replied, Because I asked you to.","Back in politics, people were arguing that this was the craze – and the police wasn't.",2.8289458031628008,0.16666666666666669,8.968622051963912,0.45161290322580644,9.629943614188138,0.5185185185185186,2.5540496664715904,0.13793103448275862
Police File Terrorism Charges Against Pakistan's Ex-Premier Imran Khan Joke:,He went from cricket to politics to terrorism charges—what a trajectory.,police file terrorism charges against pakistan 's ex-premier imran khan do a lot more than people realize ',A Pakistan ex-Premier is facing terrorism charges—the irony in life is literally 'terrorism charges.',Pakistan's Imran Khan's terrorism charges—that's not terrorism against the government anymore.,They say he's fighting terror allegations against Khan—as well as a tyrannist clinging to a war plan.,2.5540496664715904,0.2,2.908317710573757,0.14285714285714288,4.02724819242185,0.14814814814814814,2.8265205879007453,0.1935483870967742
"left, jesus Joke:","He left the group chat, and someone typed 'Jesus.' Honestly relatable.",left jesus <s> -,"I left Jesus, but he still’s there, so thank you.","You left Jesus alone. He asked, Why? I replied, For being so angry.","Left Jesus? He asked, Why? He replied, He was right.",1.8110800993753928,0.28571428571428575,3.4857116957065437,0.18181818181818182,3.211547431691929,0.16666666666666669,3.4585921141027356,0.1904761904761905
"place, darling Joke:","This place, darling, is giving me ‘leave immediately’ energy.",place darling,"Place darling? We're where the cookie jar is today. No, we're not here. And we're basically frozen.","Place the darling on the shelf. He asked, Where do you want to go? I replied, Into the library.","You're the place, but the darling is a big idea.",0.4764448014328884,0.3636363636363636,2.4426633221059637,0.20689655172413793,2.224972978585352,0.14285714285714285,8.516593018819643,0.3
"well, gross Joke:","Well, gross—my lunch evolved into something scary.",well gross <s> -,"How well is gross? I asked, How well does it hurt? He replied, It feels good.","Well, grossly gross. I asked, What? He replied, It's gross.","Well, gross. I told the audience I drew the attention for it. He replied, Great.",0.0,0.36363636363636365,2.159701133933343,0.16666666666666666,5.412989186545263,0.2105263157894737,4.237713199752784,0.1739130434782609
"want, british Joke:",I want a British accent so my complaints sound sophisticated. ​,want british,"What's your British accent like? He said, ""Fantastic British accent."" I replied, It's still British. He said, That's true.","I want British food—until someone asks, How?",I want Britain... and I'm here for the next one.,0.3368973499542733,0.33333333333333337,3.176023542809473,0.12500000000000003,7.561318691530973,0.33333333333333326,6.285596338261262,0.1904761904761905
"maybe, located Joke:",Maybe located correctly… but my GPS thinks otherwise.,"maybe located journalist fails to notify congress over missing jan. 6 texts , national archives wants probe","Maybe located somewhere safe, but no—my GPS reads I’m still here.",Maybe located… mostly on the wrong side of town.,"Maybe located somewhere, but it's the place where you're staying.",2.5540496664715904,0.16666666666666666,7.768562846380176,0.4761904761904762,4.990049701936832,0.23529411764705882,8.054496384843702,0.3
"someone, near Joke:",Someone near—watching. Failure with audience. Performance anxiety justified.,someone near iceland 's main airport erupts again,"Someone near me says ""next time,"" and I’m ready for the next action. ​","Someone near me—I asked, Why? He replied, To leave.",Someone near the bar is somewhere... at least there.,0.0,0.23529411764705882,2.5540496664715904,0.17391304347826086,3.673526562988939,0.2105263157894737,4.368583925857938,0.2222222222222222
"happen, american Joke:",Happen to be American? Then your chaos is patriotic.,happen american humor,"What's happening in American? We're playing on TV. He asked, Why? I replied, Because it's funny.",I happened to be there and I’m probably the only American who attended.,Happen American—you want the truth.,0.0,0.3333333333333333,3.8229746997386345,0.14285714285714285,6.754312828675707,0.34782608695652173,4.194930905450255,0.26666666666666666
"come, whoo Joke:","When you come in yelling ‘whoo,’ I assume you’ve had caffeine.",come whoo,"Come on, whoo—did you hear the alarm clock? We're here to listen. Like never before.","Come see whoo? He said, In my head. I replied, No, he's fine.","Come on, whoo? I said, The 'whoo'. I replied, I'll probably see.",0.1239376088333179,0.2857142857142857,2.6643211213888947,0.20689655172413793,2.6643211213888947,0.23076923076923075,2.8265205879007453,0.24000000000000002
GOP Sen. Rick Scott's Lies About His Own Policy Get Called Out On Fox News Joke:,A Republican got fact-checked by Fox. That's when you know you're BAD.,gop sen. rick scott 's lies about his own policy get called out on fox news reporter feels 'damn lucky ' after 50th season 'might not be a bad idea ',"Rick said his own policy was good, Fox said he's lying.",Rick lied about his own policy—it's called 'big government' and basically says he disagrees with Republicans.,Rick's lying about his own policies—that's the only thing he's told.,1.1599713834969503,0.09090909090909091,3.4015426186864377,0.14814814814814814,2.2869567780619007,0.0606060606060606,2.8666091494718775,0.13333333333333333
"leave, high Joke:",Leave high—above. Hanging. There. Permanently suspended.,leave high over past year,Leave high school for high school snacks.,Leave high—and thank the high. We're low in existence. Mathematics is existential despair.,Leave high—I'll still be the best for high.,0.0,0.3333333333333333,5.11459870708889,0.2857142857142857,3.4585921141027365,0.18181818181818182,5.0735520042259505,0.23529411764705882
"think, manager Joke:",I think manager is hard… especially managing my own life.,think manager <s> -,I think manager… mainly my procrastination.,I think managers understand me better than I do.,"Think manager. He said, “I was very disappointed,” I replied, “I was a real manager.”",7.0550047212602784,0.30769230769230765,8.820727472213227,0.5,8.403703759902122,0.3157894736842105,2.2731543567022867,0.24
"right, alexander Joke:","You're right, Alexander. He asked, About what? I replied, Nothing—you're always right.",right alexander,"You’re right, Alexander had a plan… mostly to make up for lost time.","You’re right, Alexander—he’s just fine.","You’re right, Alexander is right—that’s a joke in the morning.",0.01677313139512559,0.23529411764705882,8.606372280891227,0.2758620689655172,3.019779538867884,0.43478260869565216,8.2160608430956,0.3571428571428571
"whoa, national Joke:","Whoa—that's national news. I said, Is it? He replied, In my head it is.","whoa national park service ranger , retires at 100","Whoa, that national anthem was awesome—my brain automatically disagrees.","Whoa, the national anthem is loud—I'm still not singing it.","Whoa. He asked, Why? I replied, That’s national.",1.866455476068894,0.16666666666666666,2.383435987623427,0.3076923076923077,2.825888028840774,0.28571428571428575,5.671725486797141,0.32
